0.5,0.982085387139877,1.0012430949387,0.541321372175253,0.86375431186358,0.793547630386705,0,0,0,0,0,0,0
1,0.982424952598175,1.00166020206204,0.538714991710076,0.793141281727738,0.791535616276408,0,0,0,0,0,0,0
1.5,0.974747996677427,1.00147330395033,0.528218673686136,0.782965692075236,0.807838722237403,0,0,0,0,0,0,0
2,0.972796407809849,1.00083056995643,0.524132211070951,0.781387370999767,0.80485780545324,0,0,0,0,0,0,0
2.5,0.973376576741247,1.00083568809052,0.524377349874559,0.743742227899254,0.807266652312954,0,0,0,0,0,0,0
3,0.971253036308803,1.00182993706282,0.523176769625012,0.801852192853119,0.795749792995499,0,0,0,0,0,0,0
3.5,0.973811129202251,1.00132164159212,0.5190034323417,0.778090603694791,0.834331203464647,0,0,0,0,0,0,0
4,0.964673249628522,1.00124659861099,0.540300786166349,0.776858520987463,0.799402567601872,0,0,0,0,0,0,0
4.5,0.942348347428088,1.00152219176032,0.521211819687075,0.798127254403475,0.715836090167517,0,0,0,0,0,0,0
5,0.835101508236431,1.00137548525819,0.42806946948546,0.770889784076789,0.599918967687489,0,0,0,0,0,0,0
5.5,0.721516616579334,1.00050633664918,0.226939852754824,0.729877555083558,0.344606042736405,0,0,0,0,0,0,0
6,0.52241980234838,1.0001705974787,0.161634158367434,0.726694658825801,0.271480966814105,0,0,0,0,0,0,0
6.5,0.339753272293746,1.00006723366407,0.0199876982482176,0.766447876457502,0.0393327102374735,0,0,0,0,0,0,0
7,0.194686656339164,0.557239725485474,0.0239180751540697,0.209592818008654,0.0440972232327565,0,0,0,0,0,0,0
7.5,0.0280600492838407,0.0407794094362111,0.0209026299206821,0.00818342259872731,0.0322296327563378,0,0,0,0,0,0,0
8,0.0284146754372931,0.047554173842442,0.0123413468317808,0.0566370368024939,0.0114908307778214,0,0,0,0,0,0,0
8.5,0.0356503802733756,0.0789818394893481,0.00488858783698306,0.033492060227894,0.0173396636756274,0,0,0,0,0,0,0
9,0.0507428157597662,0.113592095936407,0.0122641975986788,0.028468987713416,0.0496891481131226,0,0,0,0,0,0,0
9.5,0.0818463620912554,0.143368360710189,0.0500520514858614,0.0338317937982827,0.0668833028731827,0,0,0,0,0,0,0
10,0.107648268418519,0.163738133031848,0.0687667059293023,0.045782234738883,0.0807433252085977,0,0,0,0,0,0,0
10.5,0.114550851848487,0.180703277157472,0.0705015604901667,0.0680550265352912,0.075979631777222,0,0,0,0,0,0,0
11,0.129039874754517,0.235796019400139,0.0696068143328871,0.0896192246276999,0.103959691823499,0,0,0,0,0,0,0
11.5,0.129055494063183,0.265985374721557,0.0559404716435519,0.178255338791545,0.104605099260483,0,0,0,0,0,0,0
12,0.115081484730321,0.220789340095703,0.0452061397235357,0.137667543752956,0.0803868906075214,0,0,0,0,0,0,0
