0.5,0.998272129881195,0.941215947855813,0.793466163227458,0.76453474087255,0.574628697055401,1.00398634827612,0.949850972762076,0.795515912068806,0.773057120439671,0.57978766928419
1,0.999198035209876,0.982137117536225,0.722202131916779,0.808367781514588,0.610577768363843,0.979558654677795,0.971207168955406,0.70124792629454,0.801633285358217,0.603600608999692
1.5,0.99920450465129,0.969170731405202,0.693744325082353,0.805783697687558,0.599945938811561,0.953657352083651,0.929001518188775,0.658778971480904,0.775602074502417,0.574986177956247
2,0.999464034602934,0.987053951332128,0.685840349105718,0.838431808719205,0.604074812889743,0.943021200900289,0.942366262960925,0.6372751133688,0.805189429908121,0.576147237073275
2.5,0.999158096473322,0.985983921564207,0.686622618930897,0.83346191379572,0.600721824384189,0.939451926617191,0.938568954526449,0.635472782919542,0.798003220569247,0.571115563710668
3,0.999485178513141,0.992485449946158,0.677414625528096,0.851011773040899,0.601337072740668,0.936747895555069,0.94198709170974,0.624574280707838,0.811233910406775,0.570971263284867
3.5,0.999988394215752,0.999990786911494,0.671458861753782,0.856516055858897,0.608119689407848,0.933025721727023,0.936511120797926,0.620610923034132,0.79770668487917,0.570324189016224
4,0.999968150103655,0.999413260374213,0.656712102019517,0.840814744476884,0.581614594979238,0.944390406355264,0.960706856568342,0.602729654652632,0.809584234499464,0.557921389954306
4.5,0.999554074696972,0.993971755174031,0.666156856994007,0.833548690641893,0.586943255512347,0.935981729921623,0.952866407546918,0.600629757798229,0.794070204434203,0.562858450327417
5,0.99949742965296,0.993918709886278,0.678833565585977,0.826826715957729,0.569479444633618,0.948410162586949,0.968097470213024,0.626713441585237,0.821435666196356,0.552770427129865
5.5,0.999551135742375,0.987479967921532,0.694709779622609,0.820441769045688,0.606381012670062,0.937145479773018,0.938073017979655,0.641989401265145,0.783623212915918,0.575809089689403
6,0.999969942111131,0.995312748495712,0.678048024411181,0.850041108188537,0.601588955284521,0.963948775467305,0.956841193010273,0.656171248738208,0.820603559046063,0.577612372224138
